"year","lea_code","lea_name","subgroup","subject","grade","enrollment_status","n_test_takers","baseline","target"
2014,135,"Meridian PCS","HI7","Reading","all","full_year",95,0.513888888888889,0.635416666666667
2014,143,"St. Coletta Special Education PCS","BL7","Reading","all","full_year",73,0.895522388059702,0.921641791044776
2014,147,"Tree of Life PCS","ECONOMY","Reading","all","full_year",122,0.420689655172414,0.56551724137931
2014,152,"Washington Math Science & Technology (WMST) PCS","All","Reading","all","full_year",75,0.590909090909091,0.693181818181818
2014,155,"Achievement Preparatory Academy PCS","BL7","Reading","all","full_year",411,0.596899224806202,0.697674418604651
2014,163,"National Collegiate Preparatory PCS","BL7","Reading","all","full_year",69,0.484375,0.61328125
2014,1,"District of Columbia Public Schools","AS7","Reading","all","full_year",352,0.707656612529002,0.780742459396752
2014,104,"Arts and Technology PCS","BL7","Reading","all","full_year",165,0.405,0.55375
2014,115,"D.C. Preparatory Academy PCS","BL7","Reading","all","full_year",437,0.732638888888889,0.799479166666667
2014,117,"Eagle Academy PCS","ECONOMY","Reading","all","full_year",45,0.293099930945123,0.469824948208842
2014,106,"Booker T. Washington PCS","ECONOMY","Reading","all","full_year",30,0.424242424242424,0.568181818181818
2014,109,"Cesar Chavez PCS","All","Reading","all","full_year",741,0.465049928673324,0.598787446504993
2014,132,"Mary McLeod Bethune  PCS","BL7","Reading","all","full_year",155,0.40650406504065,0.554878048780488
2014,135,"Meridian PCS","All","Reading","all","full_year",256,0.52,0.64
2014,158,"Excel Academy PCS","ECONOMY","Reading","all","full_year",157,0.52020615805135,0.640154618538513
2014,165,"Inspired Teaching Demonstration PCS","All","Reading","all","full_year",53,0.526474585943133,0.605395488285944
2014,117,"Eagle Academy PCS","All","Reading","all","full_year",57,0.379586472283185,0.534689854212389
2014,129,"KIPP DC PCS","All","Reading","all","full_year",1414,0.637837837837838,0.728378378378378
2014,129,"KIPP DC PCS","SPED","Reading","all","full_year",247,0.23489932885906,0.426174496644295
2014,146,"Thurgood Marshall Academy PCS","BL7","Reading","all","full_year",96,0.666666666666667,0.75
2014,149,"Two Rivers PCS","All","Reading","all","full_year",282,0.70353982300885,0.777654867256637
2014,155,"Achievement Preparatory Academy PCS","ECONOMY","Reading","all","full_year",343,0.572727272727273,0.679545454545455
2014,108,"Capital City PCS","LEP","Reading","all","full_year",163,0.4,0.55
2014,116,"E.L. Haynes PCS","HI7","Reading","all","full_year",223,0.457446808510638,0.593085106382979
2014,124,"Howard University Middle School of Math and Science","All","Reading","all","full_year",301,0.777777777777778,0.833333333333333
2014,133,"Maya Angelou PCS","SPED","Reading","all","full_year",50,0.0882352941176471,0.316176470588235
2014,146,"Thurgood Marshall Academy PCS","ECONOMY","Reading","all","full_year",63,0.633802816901408,0.725352112676056
2014,156,"Center City PCS","LEP","Reading","all","full_year",146,0.342342342342342,0.506756756756757
2014,126,"IDEA PCS","All","Reading","all","full_year",46,0.393103448275862,0.544827586206897
2014,132,"Mary McLeod Bethune  PCS","SPED","Reading","all","full_year",21,0.0815043953428706,0.311128296507153
2014,142,"School for Educational Evolution and Development (SEED) PCS","SPED","Reading","all","full_year",46,0.179844114372245,0.384883085779184
2014,170,"DC Scholars PCS","ECONOMY","Reading","all","full_year",57,0.473733015967548,0.517588597970252
2014,114,"D.C. Bilingual PCS","All","Reading","all","full_year",166,0.393162393162393,0.544871794871795
2014,120,"Friendship PCS","SPED","Reading","all","full_year",312,0.113445378151261,0.335084033613445
2014,151,"Washington Latin PCS","BL7","Reading","all","full_year",199,0.758793969849246,0.819095477386935
2014,168,"Basis DC PCS","All","Reading","all","full_year",454,0.772038331506879,0.810031942922399
2014,108,"Capital City PCS","BL7","Reading","all","full_year",193,0.591304347826087,0.693478260869565
2014,122,"Hospitality PCS","All","Reading","all","full_year",30,0.525,0.64375
2014,130,"Latin American Montessori Bilingual (LAMB) PCS","HI7","Reading","all","full_year",33,0.692307692307692,0.769230769230769
2014,137,"Options PCS","BL7","Reading","all","full_year",147,0.131034482758621,0.348275862068966
2014,143,"St. Coletta Special Education PCS","ECONOMY","Reading","all","full_year",75,0.932203389830508,0.949152542372881
2014,144,"Elsie Whitlow Stokes Community Freedom PCS","All","Reading","all","full_year",151,0.557575757575758,0.668181818181818
2014,158,"Excel Academy PCS","BL7","Reading","all","full_year",155,0.546403860664587,0.65980289549844
2014,163,"National Collegiate Preparatory PCS","All","Reading","all","full_year",69,0.484375,0.61328125
2014,109,"Cesar Chavez PCS","ECONOMY","Reading","all","full_year",741,0.469670710571924,0.602253032928943
2014,118,"Early Childhood Academy PCS","BL7","Reading","all","full_year",25,0.552631578947368,0.664473684210526
2014,149,"Two Rivers PCS","BL7","Reading","all","full_year",199,0.609756097560976,0.707317073170732
2014,149,"Two Rivers PCS","WH7","Reading","all","full_year",56,0.944444444444444,0.958333333333333
2014,168,"Basis DC PCS","BL7","Reading","all","full_year",217,0.681802908221194,0.734835756850995
2014,168,"Basis DC PCS","MU7","Reading","all","full_year",28,0.92461743863613,0.937181198863442
2014,1,"District of Columbia Public Schools","BL7","Reading","all","full_year",12468,0.365742628074467,0.52430697105585
2014,108,"Capital City PCS","SPED","Reading","all","full_year",100,0.333333333333333,0.5
2014,121,"Hope Community Academy PCS","All","Reading","all","full_year",233,0.480851063829787,0.61063829787234
2014,121,"Hope Community Academy PCS","SPED","Reading","all","full_year",48,0.255813953488372,0.441860465116279
2014,137,"Options PCS","SPED","Reading","all","full_year",99,0.121212121212121,0.340909090909091
2014,140,"Roots PCS","BL7","Reading","all","full_year",36,0.583333333333333,0.6875
2014,156,"Center City PCS","SPED","Reading","all","full_year",138,0.156862745098039,0.367647058823529
2014,159,"Imagine Southeast PCS","BL7","Reading","all","full_year",134,0.289256198347107,0.466942148760331
2014,160,"Washington Yu Ying PCS","All","Reading","all","full_year",167,0.628571428571429,0.721428571428571
2014,114,"D.C. Bilingual PCS","HI7","Reading","all","full_year",136,0.359223300970874,0.519417475728155
2014,121,"Hope Community Academy PCS","ECONOMY","Reading","all","full_year",201,0.463855421686747,0.59789156626506
2014,132,"Mary McLeod Bethune  PCS","All","Reading","all","full_year",160,0.4,0.55
2014,139,"Potomac Lighthouse PCS","ECONOMY","Reading","all","full_year",157,0.5,0.625
2014,142,"School for Educational Evolution and Development (SEED) PCS","All","Reading","all","full_year",259,0.601092896174863,0.700819672131147
2014,152,"Washington Math Science & Technology (WMST) PCS","ECONOMY","Reading","all","full_year",75,0.590909090909091,0.693181818181818
2014,159,"Imagine Southeast PCS","ECONOMY","Reading","all","full_year",138,0.29126213592233,0.468446601941748
2014,175,"Somerset PCS","All","Reading","all","full_year",146,0.37463039928616,0.42674453267898
2014,175,"Somerset PCS","SPED","Reading","all","full_year",31,0.215613663969342,0.280979191971897
2014,113,"Community Academy PCS","BL7","Reading","all","full_year",282,0.441908713692946,0.581431535269709
2014,115,"D.C. Preparatory Academy PCS","All","Reading","all","full_year",471,0.720779220779221,0.790584415584416
2014,115,"D.C. Preparatory Academy PCS","SPED","Reading","all","full_year",69,0.346938775510204,0.510204081632653
2014,124,"Howard University Middle School of Math and Science","ECONOMY","Reading","all","full_year",198,0.705521472392638,0.779141104294479
2014,126,"IDEA PCS","BL7","Reading","all","full_year",46,0.393103448275862,0.544827586206897
2014,138,"Paul PCS","ECONOMY","Reading","all","full_year",34,0.638059701492537,0.728544776119403
2014,143,"St. Coletta Special Education PCS","All","Reading","all","full_year",95,0.89873417721519,0.924050632911392
2014,143,"St. Coletta Special Education PCS","SPED","Reading","all","full_year",95,0.89873417721519,0.924050632911392
2014,152,"Washington Math Science & Technology (WMST) PCS","BL7","Reading","all","full_year",74,0.590909090909091,0.693181818181818
2014,155,"Achievement Preparatory Academy PCS","All","Reading","all","full_year",411,0.596899224806202,0.697674418604651
2014,168,"Basis DC PCS","ECONOMY","Reading","all","full_year",119,0.621676357505609,0.684730297921341
2014,1,"District of Columbia Public Schools","SPED","Reading","all","full_year",3106,0.154595404595405,0.365946553446553
2014,114,"D.C. Bilingual PCS","LEP","Reading","all","full_year",117,0.216216216216216,0.412162162162162
2014,115,"D.C. Preparatory Academy PCS","ECONOMY","Reading","all","full_year",393,0.688796680497925,0.766597510373444
2014,121,"Hope Community Academy PCS","BL7","Reading","all","full_year",225,0.480176211453745,0.610132158590308
2014,127,"Ideal Academy PCS","BL7","Reading","all","full_year",111,0.35,0.5125
2014,138,"Paul PCS","All","Reading","all","full_year",94,0.645879732739421,0.734409799554566
2014,139,"Potomac Lighthouse PCS","BL7","Reading","all","full_year",156,0.555555555555556,0.666666666666667
2014,159,"Imagine Southeast PCS","SPED","Reading","all","full_year",30,0.0583124129858966,0.215260344154914
2014,160,"Washington Yu Ying PCS","BL7","Reading","all","full_year",81,0.582948711162926,0.687211533372195
2014,167,"Richard Wright PCS for Journalism and Media Arts","ECONOMY","Reading","all","full_year",106,0.276616414461606,0.457462310846205
2014,168,"Basis DC PCS","HI7","Reading","all","full_year",32,0.958108412509564,0.961599378133767
2014,170,"DC Scholars PCS","All","Reading","all","full_year",57,0.464752965976859,0.509356885478788
2014,109,"Cesar Chavez PCS","LEP","Reading","all","full_year",133,0.43448275862069,0.575862068965517
2014,116,"E.L. Haynes PCS","ECONOMY","Reading","all","full_year",393,0.511627906976744,0.633720930232558
2014,118,"Early Childhood Academy PCS","ECONOMY","Reading","all","full_year",25,0.625,0.71875
2014,120,"Friendship PCS","ECONOMY","Reading","all","full_year",1670,0.368561872909699,0.526421404682274
2014,138,"Paul PCS","BL7","Reading","all","full_year",69,0.664893617021277,0.748670212765957
2014,139,"Potomac Lighthouse PCS","All","Reading","all","full_year",157,0.571428571428571,0.678571428571429
2014,142,"School for Educational Evolution and Development (SEED) PCS","ECONOMY","Reading","all","full_year",202,0.614814814814815,0.711111111111111
2014,1,"District of Columbia Public Schools","HI7","Reading","all","full_year",2794,0.474648985959438,0.605986739469579
2014,113,"Community Academy PCS","ECONOMY","Reading","all","full_year",322,0.446650124069479,0.584987593052109
2014,116,"E.L. Haynes PCS","LEP","Reading","all","full_year",180,0.283950617283951,0.462962962962963
2014,120,"Friendship PCS","BL7","Reading","all","full_year",1649,0.40234167110165,0.551756253326237
2014,127,"Ideal Academy PCS","ECONOMY","Reading","all","full_year",77,0.359154929577465,0.519366197183099
2014,135,"Meridian PCS","ECONOMY","Reading","all","full_year",256,0.509259259259259,0.631944444444444
2014,153,"William E. Doar Jr PCS","All","Reading","all","full_year",184,0.455696202531646,0.591772151898734
2014,156,"Center City PCS","HI7","Reading","all","full_year",204,0.361904761904762,0.521428571428571
2014,167,"Richard Wright PCS for Journalism and Media Arts","BL7","Reading","all","full_year",105,0.218416691458493,0.413812518593869
2014,1,"District of Columbia Public Schools","WH7","Reading","all","full_year",2022,0.885882352941176,0.914411764705882
2014,104,"Arts and Technology PCS","All","Reading","all","full_year",166,0.405940594059406,0.554455445544555
2014,106,"Booker T. Washington PCS","All","Reading","all","full_year",30,0.46,0.595
2014,113,"Community Academy PCS","LEP","Reading","all","full_year",69,0.363636363636364,0.522727272727273
2014,122,"Hospitality PCS","BL7","Reading","all","full_year",29,0.514285714285714,0.635714285714286
2014,135,"Meridian PCS","LEP","Reading","all","full_year",68,0.433333333333333,0.575
2014,137,"Options PCS","All","Reading","all","full_year",147,0.13013698630137,0.347602739726027
2014,156,"Center City PCS","All","Reading","all","full_year",827,0.434959349593496,0.576219512195122
2014,158,"Excel Academy PCS","All","Reading","all","full_year",157,0.536091814835039,0.652068861126279
2014,158,"Excel Academy PCS","SPED","Reading","all","full_year",29,0.0932554882185076,0.168817530866965
2014,160,"Washington Yu Ying PCS","MU7","Reading","all","full_year",27,0.823092423907088,0.837834721914831
2014,160,"Washington Yu Ying PCS","SPED","Reading","all","full_year",27,0.360177582726809,0.413496117499575
2014,170,"DC Scholars PCS","BL7","Reading","all","full_year",55,0.448648738771012,0.494594677206761
2014,1,"District of Columbia Public Schools","All","Reading","all","full_year",17995,0.433431115228244,0.575073336421183
2014,1,"District of Columbia Public Schools","MU7","Reading","all","full_year",328,NA,NA
2014,106,"Booker T. Washington PCS","BL7","Reading","all","full_year",28,0.511111111111111,0.633333333333333
2014,108,"Capital City PCS","WH7","Reading","all","full_year",48,0.862745098039216,0.897058823529412
2014,151,"Washington Latin PCS","HI7","Reading","all","full_year",34,0.742857142857143,0.807142857142857
2014,156,"Center City PCS","BL7","Reading","all","full_year",615,0.447452229299363,0.585589171974522
2014,159,"Imagine Southeast PCS","All","Reading","all","full_year",138,0.289256198347107,0.466942148760331
2014,160,"Washington Yu Ying PCS","WH7","Reading","all","full_year",37,0.891316984280151,0.909430820233459
2014,108,"Capital City PCS","ECONOMY","Reading","all","full_year",360,0.527173913043478,0.645380434782609
2014,108,"Capital City PCS","HI7","Reading","all","full_year",222,0.532258064516129,0.649193548387097
2014,129,"KIPP DC PCS","BL7","Reading","all","full_year",1402,0.637432188065099,0.728074141048825
2014,130,"Latin American Montessori Bilingual (LAMB) PCS","All","Reading","all","full_year",56,0.760869565217391,0.820652173913043
2014,140,"Roots PCS","ECONOMY","Reading","all","full_year",31,0.533333333333333,0.65
2014,146,"Thurgood Marshall Academy PCS","All","Reading","all","full_year",96,0.666666666666667,0.75
2014,147,"Tree of Life PCS","BL7","Reading","all","full_year",122,0.42,0.565
2014,149,"Two Rivers PCS","SPED","Reading","all","full_year",80,0.285714285714286,0.464285714285714
2014,153,"William E. Doar Jr PCS","BL7","Reading","all","full_year",175,0.465217391304348,0.598913043478261
2014,108,"Capital City PCS","All","Reading","all","full_year",495,0.631067961165049,0.723300970873786
2014,109,"Cesar Chavez PCS","HI7","Reading","all","full_year",236,0.485875706214689,0.614406779661017
2014,124,"Howard University Middle School of Math and Science","BL7","Reading","all","full_year",289,0.77859778597786,0.833948339483395
2014,137,"Options PCS","ECONOMY","Reading","all","full_year",147,0.133802816901408,0.350352112676056
2014,149,"Two Rivers PCS","ECONOMY","Reading","all","full_year",161,0.549450549450549,0.662087912087912
2014,109,"Cesar Chavez PCS","BL7","Reading","all","full_year",499,0.455598455598456,0.591698841698842
2014,113,"Community Academy PCS","All","Reading","all","full_year",373,0.462929475587703,0.597197106690778
2014,113,"Community Academy PCS","SPED","Reading","all","full_year",68,0.127659574468085,0.345744680851064
2014,116,"E.L. Haynes PCS","All","Reading","all","full_year",571,0.530351437699681,0.64776357827476
2014,116,"E.L. Haynes PCS","SPED","Reading","all","full_year",118,0.423728813559322,0.567796610169492
2014,125,"Perry Street Prep PCS","BL7","Reading","all","full_year",329,0.443452380952381,0.582589285714286
2014,133,"Maya Angelou PCS","BL7","Reading","all","full_year",177,0.244897959183673,0.433673469387755
2014,144,"Elsie Whitlow Stokes Community Freedom PCS","ECONOMY","Reading","all","full_year",125,0.527397260273973,0.645547945205479
2014,160,"Washington Yu Ying PCS","ECONOMY","Reading","all","full_year",28,0.339625075454327,0.449687562878606
2014,165,"Inspired Teaching Demonstration PCS","BL7","Reading","all","full_year",33,0.482618077457416,0.56884839788118
2014,1,"District of Columbia Public Schools","ECONOMY","Reading","all","full_year",13708,0.336287207452852,0.502215405589639
2014,1,"District of Columbia Public Schools","LEP","Reading","all","full_year",2087,0.390775681341719,0.543081761006289
2014,114,"D.C. Bilingual PCS","ECONOMY","Reading","all","full_year",142,0.352380952380952,0.514285714285714
2014,116,"E.L. Haynes PCS","BL7","Reading","all","full_year",265,0.557471264367816,0.668103448275862
2014,122,"Hospitality PCS","ECONOMY","Reading","all","full_year",30,0.516129032258065,0.637096774193548
2014,125,"Perry Street Prep PCS","All","Reading","all","full_year",339,0.440579710144928,0.580434782608696
2014,127,"Ideal Academy PCS","All","Reading","all","full_year",114,0.363095238095238,0.522321428571429
2014,163,"National Collegiate Preparatory PCS","ECONOMY","Reading","all","full_year",69,0.491228070175439,0.618421052631579
2014,167,"Richard Wright PCS for Journalism and Media Arts","All","Reading","all","full_year",107,0.23454142723814,0.425906070428605
2014,175,"Somerset PCS","BL7","Reading","all","full_year",145,0.373413629053143,0.425629159965381
2014,104,"Arts and Technology PCS","ECONOMY","Reading","all","full_year",166,0.384615384615385,0.538461538461539
2014,109,"Cesar Chavez PCS","SPED","Reading","all","full_year",111,0.13953488372093,0.354651162790698
2014,116,"E.L. Haynes PCS","MU7","Reading","all","full_year",27,0.751540515559207,0.792950429632673
2014,120,"Friendship PCS","All","Reading","all","full_year",1670,0.401790416008425,0.551342812006319
2014,133,"Maya Angelou PCS","All","Reading","all","full_year",177,0.252525252525253,0.439393939393939
2014,135,"Meridian PCS","SPED","Reading","all","full_year",51,0.172413793103448,0.379310344827586
2014,140,"Roots PCS","All","Reading","all","full_year",36,0.583333333333333,0.6875
2014,144,"Elsie Whitlow Stokes Community Freedom PCS","HI7","Reading","all","full_year",57,0.381578947368421,0.536184210526316
2014,156,"Center City PCS","ECONOMY","Reading","all","full_year",827,0.397306397306397,0.547979797979798
2014,117,"Eagle Academy PCS","BL7","Reading","all","full_year",55,0.400409028623244,0.550306771467433
2014,118,"Early Childhood Academy PCS","All","Reading","all","full_year",25,0.552631578947368,0.664473684210526
2014,125,"Perry Street Prep PCS","ECONOMY","Reading","all","full_year",290,0.43956043956044,0.57967032967033
2014,126,"IDEA PCS","ECONOMY","Reading","all","full_year",46,0.39344262295082,0.545081967213115
2014,132,"Mary McLeod Bethune  PCS","ECONOMY","Reading","all","full_year",160,0.4,0.55
2014,133,"Maya Angelou PCS","ECONOMY","Reading","all","full_year",177,0.249027237354086,0.436770428015564
2014,147,"Tree of Life PCS","All","Reading","all","full_year",122,0.42,0.565
2014,151,"Washington Latin PCS","All","Reading","all","full_year",428,0.822164948453608,0.866623711340206
2014,151,"Washington Latin PCS","SPED","Reading","all","full_year",35,0.599927319818195,0.666606099848496
2014,151,"Washington Latin PCS","WH7","Reading","all","full_year",167,0.918518518518519,0.938888888888889
2014,168,"Basis DC PCS","WH7","Reading","all","full_year",154,0.949300177557462,0.957750147964552
2014,175,"Somerset PCS","ECONOMY","Reading","all","full_year",146,0.383610449276848,0.434976245170444
2014,104,"Arts and Technology PCS","SPED","Reading","all","full_year",40,0.0570701769610519,0.214225147467543
2014,113,"Community Academy PCS","HI7","Reading","all","full_year",62,0.535714285714286,0.651785714285714
2014,114,"D.C. Bilingual PCS","SPED","Reading","all","full_year",34,0.225101330003497,0.289676219169873
2014,116,"E.L. Haynes PCS","WH7","Reading","all","full_year",46,0.676470588235294,0.757352941176471
2014,125,"Perry Street Prep PCS","SPED","Reading","all","full_year",68,0.16,0.37
2014,129,"KIPP DC PCS","ECONOMY","Reading","all","full_year",1141,0.612267250821468,0.709200438116101
2014,142,"School for Educational Evolution and Development (SEED) PCS","BL7","Reading","all","full_year",258,0.604395604395604,0.703296703296703
2014,144,"Elsie Whitlow Stokes Community Freedom PCS","BL7","Reading","all","full_year",79,0.698795180722892,0.774096385542169
2014,151,"Washington Latin PCS","ECONOMY","Reading","all","full_year",103,0.633472601752576,0.725104451314432
2014,153,"William E. Doar Jr PCS","ECONOMY","Reading","all","full_year",184,0.427672955974843,0.570754716981132
2014,155,"Achievement Preparatory Academy PCS","SPED","Reading","all","full_year",74,0.221716035554511,0.416287026665883
