"lea_code","lea_name","school_code","school_name","subgroup","year","graduates","cohort_size"
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","All",2011,26,40
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","MALE",2011,11,19
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","FEMALE",2011,15,21
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","BL7",2011,26,39
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","Economy",2011,17,25
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","All",2012,38,75
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","MALE",2012,10,31
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","FEMALE",2012,28,44
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","BL7",2012,38,74
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","SPED",2012,7,20
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","Economy",2012,34,63
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","All",2013,40,82
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","MALE",2013,13,36
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","FEMALE",2013,27,46
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","BL7",2013,40,82
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","SPED",2013,10,27
133,"Maya Angelou PCS",101,"MAYA ANGELOU EVANS CAMPUS PCS","Economy",2013,31,68
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","All",2011,47,57
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","MALE",2011,16,22
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","FEMALE",2011,31,35
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","BL7",2011,40,49
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","Economy",2011,41,43
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","All",2012,41,59
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","MALE",2012,11,20
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","FEMALE",2012,30,39
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","BL7",2012,39,56
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","Economy",2012,30,40
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","All",2013,63,87
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","MALE",2013,16,28
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","FEMALE",2013,47,59
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","BL7",2013,58,76
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","HI7",2013,5,10
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","SPED",2013,5,12
109,"Cesar Chavez Public PCS",109,"CESAR CHAVEZ PCS PARKSIDE UPPER","Economy",2013,49,70
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","All",2011,78,86
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","MALE",2011,32,38
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","FEMALE",2011,46,48
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","BL7",2011,73,81
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","SPED",2011,10,10
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","Economy",2011,47,51
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","All",2012,56,73
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","MALE",2012,25,32
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","FEMALE",2012,31,41
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","BL7",2012,56,73
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","SPED",2012,10,15
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","Economy",2012,35,46
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","All",2013,42,66
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","MALE",2013,21,34
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","FEMALE",2013,21,32
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","BL7",2013,39,61
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","SPED",2013,7,14
106,"Booker T. Washington PCS",151,"BOOKER T  WASHINGTON PCS","Economy",2013,40,59
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","All",2011,73,86
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","MALE",2011,30,33
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","FEMALE",2011,43,53
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","BL7",2011,56,67
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","HI7",2011,13,15
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","Economy",2011,51,56
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","All",2012,46,74
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","MALE",2012,25,38
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","FEMALE",2012,21,36
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","BL7",2012,41,62
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","HI7",2012,5,12
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","SPED",2012,5,16
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","Economy",2012,28,44
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","All",2013,52,77
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","MALE",2013,27,41
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","FEMALE",2013,25,36
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","BL7",2013,42,61
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","HI7",2013,10,15
109,"Cesar Chavez Public PCS",153,"CESAR CHAVEZ CAPITOL HILL PCS","Economy",2013,36,56
122,"Hospitality PCS",160,"HOSPITALITY PCS","All",2011,19,30
122,"Hospitality PCS",160,"HOSPITALITY PCS","MALE",2011,9,14
122,"Hospitality PCS",160,"HOSPITALITY PCS","FEMALE",2011,10,15
122,"Hospitality PCS",160,"HOSPITALITY PCS","BL7",2011,17,27
122,"Hospitality PCS",160,"HOSPITALITY PCS","Economy",2011,16,21
122,"Hospitality PCS",160,"HOSPITALITY PCS","All",2012,16,32
122,"Hospitality PCS",160,"HOSPITALITY PCS","MALE",2012,7,13
122,"Hospitality PCS",160,"HOSPITALITY PCS","FEMALE",2012,9,19
122,"Hospitality PCS",160,"HOSPITALITY PCS","BL7",2012,16,31
122,"Hospitality PCS",160,"HOSPITALITY PCS","Economy",2012,14,26
122,"Hospitality PCS",160,"HOSPITALITY PCS","All",2013,35,46
122,"Hospitality PCS",160,"HOSPITALITY PCS","MALE",2013,14,17
122,"Hospitality PCS",160,"HOSPITALITY PCS","FEMALE",2013,21,29
122,"Hospitality PCS",160,"HOSPITALITY PCS","BL7",2013,31,40
122,"Hospitality PCS",160,"HOSPITALITY PCS","SPED",2013,5,10
122,"Hospitality PCS",160,"HOSPITALITY PCS","Economy",2013,35,46
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","All",2011,54,68
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","MALE",2011,24,32
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","FEMALE",2011,30,36
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","BL7",2011,52,64
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","Economy",2011,38,47
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","All",2012,76,101
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","MALE",2012,33,47
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","FEMALE",2012,43,54
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","BL7",2012,74,98
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","SPED",2012,6,10
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","Economy",2012,63,78
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","All",2013,80,102
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","MALE",2013,41,54
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","FEMALE",2013,39,48
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","BL7",2013,79,101
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","SPED",2013,10,14
125,"Perry Street PCS",161,"PERRY STREET PREP PCS","Economy",2013,54,71
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","All",2011,47,65
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","MALE",2011,18,24
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","FEMALE",2011,29,41
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","BL7",2011,46,64
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","SPED",2011,8,12
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","Economy",2011,42,57
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","All",2012,50,64
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","MALE",2012,20,25
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","FEMALE",2012,30,39
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","BL7",2012,50,64
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","Economy",2012,41,53
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","All",2013,44,59
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","MALE",2013,25,32
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","FEMALE",2013,19,27
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","BL7",2013,44,59
126,"Integrated Design Electronics Academy (IDEA)",163,"IDEA PCS","Economy",2013,43,52
137,"Options PCS",169,"OPTIONS PCS","All",2011,22,39
137,"Options PCS",169,"OPTIONS PCS","MALE",2011,15,24
137,"Options PCS",169,"OPTIONS PCS","FEMALE",2011,7,14
137,"Options PCS",169,"OPTIONS PCS","BL7",2011,22,39
137,"Options PCS",169,"OPTIONS PCS","SPED",2011,21,34
137,"Options PCS",169,"OPTIONS PCS","Economy",2011,22,36
137,"Options PCS",169,"OPTIONS PCS","All",2012,41,73
137,"Options PCS",169,"OPTIONS PCS","MALE",2012,27,48
137,"Options PCS",169,"OPTIONS PCS","FEMALE",2012,14,25
137,"Options PCS",169,"OPTIONS PCS","BL7",2012,41,72
137,"Options PCS",169,"OPTIONS PCS","SPED",2012,27,49
137,"Options PCS",169,"OPTIONS PCS","Economy",2012,29,51
137,"Options PCS",169,"OPTIONS PCS","All",2013,50,91
137,"Options PCS",169,"OPTIONS PCS","MALE",2013,28,52
137,"Options PCS",169,"OPTIONS PCS","FEMALE",2013,22,39
137,"Options PCS",169,"OPTIONS PCS","BL7",2013,50,90
137,"Options PCS",169,"OPTIONS PCS","SPED",2013,38,66
137,"Options PCS",169,"OPTIONS PCS","Economy",2013,42,75
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","All",2011,36,40
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","MALE",2011,15,18
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","FEMALE",2011,21,22
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","BL7",2011,36,40
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","Economy",2011,27,29
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","All",2012,48,55
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","MALE",2012,21,28
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","FEMALE",2012,27,27
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","BL7",2012,48,55
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","Economy",2012,38,43
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","All",2013,32,36
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","MALE",2013,12,14
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","FEMALE",2013,20,22
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","BL7",2013,31,35
142,"SEED PCS",174,"SCHOOL FOR EDUCATIONAL EVOLUTION AND DEVELOPMENT (SEED) PCS","Economy",2013,27,30
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","All",2011,84,92
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","MALE",2011,39,43
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","FEMALE",2011,45,49
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","BL7",2011,84,92
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","SPED",2011,12,14
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","Economy",2011,81,84
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","All",2012,81,93
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","MALE",2012,25,29
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","FEMALE",2012,56,64
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","BL7",2012,80,91
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","SPED",2012,12,13
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","Economy",2012,81,89
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","All",2013,71,78
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","MALE",2013,36,40
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","FEMALE",2013,35,38
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","BL7",2013,71,78
152,"Washington Math Science PCS",178,"WASHINGTON MATH SCIENCE TECH PCS","Economy",2013,56,57
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","All",2011,278,324
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","MALE",2011,109,139
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","FEMALE",2011,169,183
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","BL7",2011,277,322
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","SPED",2011,26,27
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","Economy",2011,166,188
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","All",2012,243,267
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","MALE",2012,98,111
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","FEMALE",2012,145,156
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","BL7",2012,241,265
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","SPED",2012,18,24
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","Economy",2012,150,166
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","All",2013,237,249
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","MALE",2013,113,123
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","FEMALE",2013,124,126
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","BL7",2013,237,248
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","SPED",2013,20,26
120,"Friendship PCS",186,"FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY","Economy",2013,143,152
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","All",2011,42,57
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","MALE",2011,11,18
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","FEMALE",2011,31,39
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","BL7",2011,41,55
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","Economy",2011,33,38
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","All",2012,63,81
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","MALE",2012,18,21
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","FEMALE",2012,45,60
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","BL7",2012,63,81
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","Economy",2012,44,56
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","All",2013,49,65
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","MALE",2013,11,19
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","FEMALE",2013,38,46
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","BL7",2013,49,65
146,"Thurgood Marshall Academy PCS",191,"THURGOOD MARSHALL ACADEMY PCS","Economy",2013,37,50
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","All",2011,89,89
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","MALE",2011,24,24
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","FEMALE",2011,65,65
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","BL7",2011,80,80
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","LEP",2011,22,22
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","Economy",2011,40,40
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","All",2012,85,86
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","MALE",2012,23,23
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","FEMALE",2012,62,63
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","BL7",2012,70,71
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","Economy",2012,52,52
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","All",2013,73,73
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","MALE",2013,21,21
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","FEMALE",2013,52,52
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","BL7",2013,61,61
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","HI7",2013,10,10
1,"District of Columbia Public Schools",402,"BENJAMIN BANNEKER HS","Economy",2013,39,39
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","All",2011,149,215
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","MALE",2011,63,100
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","FEMALE",2011,86,115
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","BL7",2011,55,67
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","HI7",2011,91,143
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","SPED",2011,10,15
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","LEP",2011,46,88
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","Economy",2011,114,157
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","All",2012,131,201
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","MALE",2012,49,93
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","FEMALE",2012,82,108
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","BL7",2012,40,54
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","HI7",2012,85,137
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","SPED",2012,6,11
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","LEP",2012,22,59
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","Economy",2012,48,66
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","All",2013,172,234
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","MALE",2013,87,129
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","FEMALE",2013,85,105
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","BL7",2013,56,73
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","HI7",2013,111,154
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","SPED",2013,8,12
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","LEP",2013,23,35
1,"District of Columbia Public Schools",442,"COLUMBIA HEIGHTS EC (CHEC)","Economy",2013,172,233
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","All",2011,135,321
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","MALE",2011,54,169
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","FEMALE",2011,81,150
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","BL7",2011,135,319
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","SPED",2011,28,89
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","Economy",2011,97,213
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","All",2012,137,342
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","MALE",2012,48,171
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","FEMALE",2012,89,171
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","BL7",2012,135,338
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","SPED",2012,18,80
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","LEP",2012,5,14
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","Economy",2012,104,254
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","All",2013,124,278
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","MALE",2013,51,132
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","FEMALE",2013,73,146
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","BL7",2013,124,277
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","SPED",2013,26,65
1,"District of Columbia Public Schools",450,"ANACOSTIA HS","Economy",2013,124,276
1,"District of Columbia Public Schools",452,"BALLOU HS","All",2011,191,396
1,"District of Columbia Public Schools",452,"BALLOU HS","MALE",2011,76,178
1,"District of Columbia Public Schools",452,"BALLOU HS","FEMALE",2011,115,218
1,"District of Columbia Public Schools",452,"BALLOU HS","BL7",2011,188,391
1,"District of Columbia Public Schools",452,"BALLOU HS","SPED",2011,30,91
1,"District of Columbia Public Schools",452,"BALLOU HS","Economy",2011,144,272
1,"District of Columbia Public Schools",452,"BALLOU HS","All",2012,193,382
1,"District of Columbia Public Schools",452,"BALLOU HS","MALE",2012,90,208
1,"District of Columbia Public Schools",452,"BALLOU HS","FEMALE",2012,103,174
1,"District of Columbia Public Schools",452,"BALLOU HS","BL7",2012,191,379
1,"District of Columbia Public Schools",452,"BALLOU HS","SPED",2012,46,113
1,"District of Columbia Public Schools",452,"BALLOU HS","LEP",2012,7,12
1,"District of Columbia Public Schools",452,"BALLOU HS","Economy",2012,124,254
1,"District of Columbia Public Schools",452,"BALLOU HS","All",2013,135,294
1,"District of Columbia Public Schools",452,"BALLOU HS","MALE",2013,63,162
1,"District of Columbia Public Schools",452,"BALLOU HS","FEMALE",2013,72,132
1,"District of Columbia Public Schools",452,"BALLOU HS","BL7",2013,134,292
1,"District of Columbia Public Schools",452,"BALLOU HS","SPED",2013,37,95
1,"District of Columbia Public Schools",452,"BALLOU HS","Economy",2013,135,294
1,"District of Columbia Public Schools",454,"CARDOZO EC","All",2011,111,277
1,"District of Columbia Public Schools",454,"CARDOZO EC","MALE",2011,54,153
1,"District of Columbia Public Schools",454,"CARDOZO EC","FEMALE",2011,57,121
1,"District of Columbia Public Schools",454,"CARDOZO EC","BL7",2011,83,194
1,"District of Columbia Public Schools",454,"CARDOZO EC","HI7",2011,22,69
1,"District of Columbia Public Schools",454,"CARDOZO EC","SPED",2011,20,59
1,"District of Columbia Public Schools",454,"CARDOZO EC","LEP",2011,21,50
